"Business.File.Number","License.Type","Entity.Name","Trade.Name","Facility.Zip.Code","ADDRESS"
"2015-BFN-0004461","Marijuana Grow Center","STONE T.M.C LLC","THE STONE DISPENSARY","80223","1828 S BANNOCK ST , DENVER, CO"
"2015-BFN-0005338","Medical Marijuana Center","MMRD, LLC","","80203","1250 N Grant ST , DENVER, CO"
"2015-BFN-0007620","Marijuana Grow Center","ALLGREENS, LLC","","80223","1235 S HURON ST , DENVER, CO"
"2015-BFN-0007670","Marijuana Grow Center","RJJ SANTA FE, LLC","NATIVE ROOTS SANTA FE","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0007874","Marijuana Grow Center","EJB VENTURES, LLC","HARMONY EXTRACTS","80223","121 N MARIPOSA ST , DENVER, CO"
"2015-BFN-0007875","Infrastructure Production Manufacturing","EJB VENTURES, LLC","HARMONY EXTRACTS","80223","121 N MARIPOSA ST , DENVER, CO"
"2015-BFN-0007693","Marijuana Grow Center","RJJ SHERIDAN, LLC","NATIVE ROOTS LITTLETON","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0008436","Marijuana Grow Center","KGBI COLORADO LLC","SENSE OF HEALING","80204","400 N QUIVAS ST , DENVER, CO"
"2015-BFN-0008428","Infrastructure Production Manufacturing","KGBI COLORADO LLC","SENSE OF HEALING","80204","400 N QUIVAS ST , DENVER, CO"
"2015-BFN-0008473","Marijuana Grow Center","ELIOT GROUP, LLC","","80216","5200 E SMITH RD , DENVER, CO"
"2015-BFN-0008387","Marijuana Grow Center","MHFS, LLC","","80216","4260 N KEARNEY ST , DENVER, CO"
"2016-BFN-0004281","Infrastructure Production Manufacturing","LUMINESCENCE LABS, INC.","DENVER DAB COMPANY","80207","3925 N ONEIDA ST , DENVER, CO"
"2016-BFN-0008065","Infrastructure Production Manufacturing","ECO GREEN GROW, LLC","FUEGO EXTRACTS","80216","5000 E 41ST AVE , DENVER, CO"
"2016-BFN-0008829","Marijuana Grow Center","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","80223","2042 S BANNOCK ST , DENVER, CO"
"2017-BFN-0001193","Marijuana Grow Center","VIRGINIAS KITCHEN LLC","BLUEKUDU","80239","4805 N KINGSTON ST , DENVER, CO"
"2017-BFN-0004454","Marijuana Test Facility","PHYTATECH CO, LLC","","80204","879 N Federal Blvd , DENVER, CO"
"2010-BFN-1045454","Medical Marijuana Center","KAZIMER LLC","BUD CELLAR","80216","6666 E Stapleton DR , DENVER, CO"
"2010-BFN-1045916","Medical Marijuana Center","3B-FEDERAL1, LLC","BUDDY BOY","80219","155 N FEDERAL BLVD , DENVER, CO"
"2010-BFN-1046023","Medical Marijuana Center","GOLDEN MEDS, INC","GM ENTERPRISE, INC.","80239","4620 N PEORIA ST , DENVER, CO"
"2012-BFN-1060923","Marijuana Grow Center","ALPINE HERBAL WELLNESS, LLC","FROSTED LEAF","80216","4900 N COLORADO BLVD , DENVER, CO"
"2012-BFN-1060896","Marijuana Grow Center","SIMPLY PURE EDIBLES COLORADO LLC","SIMPLY PURE EDIBLES COLORADO","80223","2160 S LIPAN ST , DENVER, CO"
"2012-BFN-1060718","Marijuana Grow Center","ALLGREENS, LLC","","80204","762 N KALAMATH ST , DENVER, CO"
"2012-BFN-1060569","Marijuana Grow Center","TWOG-FEDERAL, LLC","BUDDY BOY","80216","5040 N YORK ST , DENVER, CO"
"2012-BFN-1060595","Marijuana Grow Center","COLORADO COLITAS, LLC","HERBAL REMEDIES","80223","1920 S CHEROKEE ST , DENVER, CO"
"2012-BFN-1060796","Marijuana Grow Center","MEDICINAL WELLNESS CENTER, LLC","","80239","5010 N PARIS ST , DENVER, CO"
"2012-BFN-1060802","Marijuana Grow Center","DELTA-9 DELIGHTS LLC","REEFER MADNESS","80216","4425 E 46TH AVE , DENVER, CO"
"2012-BFN-1061565","Marijuana Grow Center","LYONS FINEST CONFIDENTIAL CARE, LLC","","80211","1441 W 46TH AVE , DENVER, CO"
"2012-BFN-1061566","Marijuana Grow Center","METRO DENVER TELLURIDE HEALTH CENTER, LLC","THE HEMP CENTER","80211","4570 N JASON ST , DENVER, CO"
"2012-BFN-1060804","Marijuana Grow Center","CPM LAKEWOOD, LLC","COMPASSIONATE PAIN MANAGEMENT","80223","1975 S BANNOCK ST , DENVER, CO"
"2012-BFN-1060806","Marijuana Grow Center","COMPASSIONATE PAIN MANAGEMENT, LLC","CPM","80223","1975 S BANNOCK ST , DENVER, CO"
"2012-BFN-1060762","Marijuana Grow Center","BIOCARE INC","NUGGS","80239","3899 N QUENTIN ST , DENVER, CO"
"2012-BFN-1060773","Marijuana Grow Center","LEVELS IV INC","LEVELS IV INC","80216","4015 N ELATI ST , DENVER, CO"
"2012-BFN-1060539","Marijuana Grow Center","BALLPARK HOLISTIC DISPENSARY CORP","BALLPARK HOLISTIC DISPENSARY","80216","4228 N YORK ST , DENVER, CO"
"2012-BFN-1060672","Marijuana Grow Center","RIVERROCK LLC","RIVERROCK WELLNESS","80216","4935 N YORK ST , DENVER, CO"
"2013-BFN-1066097","Infrastructure Production Manufacturing","CC FOODS, LLC","",NA,"4502 N Washington  , DENVER, CO"
"2013-BFN-1069225","Retail Marijuana Store","URBAN CANNABIS II, LLC","HEALING HOUSE","80210","2383 S DOWNING ST , DENVER, CO"
"2013-BFN-1069233","Marijuana Grow Center","DENCO, LLC","","80216","5155 E 46TH AVE , DENVER, CO"
"2013-BFN-1069527","Retail Marijuana Store","LIGHTSHADE LABS, LLC","LIGHTSHADE","80247","330 S DAYTON ST , DENVER, CO"
"2013-BFN-1069529","Marijuana Grow Center","LIGHTSHADE LABS, LLC","LIGHTSHADE","80204","788  VALLEJO ST , DENVER, CO"
"2013-BFN-1068623","Marijuana Grow Center","LEVELS IV INC","LEVELS IV INC",NA,"5156 N Clarkson  , DENVER, CO"
"2013-BFN-1069615","Retail Marijuana Store","COLORADO WELLNESS, INC.","","80210","2057 S BROADWAY  , DENVER, CO"
"2013-BFN-1068395","Infrastructure Production Manufacturing","THCHOCOLATE LLC","","80216","5231 N MONROE ST , DENVER, CO"
"2013-BFN-1068396","Marijuana Grow Center","NATURAL REMEDIES TECH, LLC","CONCENTRATE REMEDIES","80239","4675 N KINGSTON ST , DENVER, CO"
"2013-BFN-1066776","Marijuana Grow Center","BELLFLOWER, LLC","",NA,"1001 W CENTER AVE , DENVER, CO"
"2013-BFN-1069495","Infrastructure Production Manufacturing","LUCKY SWEETS, LLC","LUCKY EDIBLES","80205","3980 N FRANKLIN ST , DENVER, CO"
"2013-BFN-1069502","Retail Marijuana Store","CAREGIVERS FOR LIFE, LLC","","80206","310 N Saint ST , DENVER, CO"
"2013-BFN-1069777","Marijuana Grow Center","HG LTD","HIGHER GRADE","80216","501 W 40TH AVE , DENVER, CO"
"2013-BFN-1070066","Marijuana Grow Center","JOLET VENTURES, LLC","710 LABS","80239","10975 E 47TH AVE , DENVER, CO"
"2013-BFN-1070008","Marijuana Grow Center","METRO CANNABIS, INC.","SILVER STEM FINE CANNABIS","80204","1235 N UMATILLA ST , DENVER, CO"
"2013-BFN-1070062","Retail Marijuana Store","WANNA LLC","NORTHERN LIGHTS CANNABIS CO","80223","183 W ALAMEDA AVE , DENVER, CO"
"2013-BFN-1070063","Retail Marijuana Store","HEALTH DEPOT LLC","STICKY BUDS BROADWAY","80210","2262 S BROADWAY  , DENVER, CO"
"2013-BFN-1069799","Marijuana Grow Center","COLORADO MANAGEMENT HOLDINGS, INC","CMH","80216","5051 E 41ST AVE , DENVER, CO"
"2013-BFN-1069656","Retail Marijuana Store","ALCC, LLC","THE DAB BY NEXT HARVEST","80219","2748 W ALAMEDA AVE , DENVER, CO"
"2013-BFN-1070317","Retail Marijuana Store","RIVERROCK LLC","RIVERROCK","80216","4935 N YORK ST , DENVER, CO"
"2013-BFN-1070318","Marijuana Grow Center","RIVERROCK LLC","RIVERROCK","80216","4935 N York ST , DENVER, CO"
"2013-BFN-1070432","Marijuana Grow Center","LIGHTSHADE LABS, LLC","LIGHTSHADE","80207","3950 N HOLLY ST , DENVER, CO"
"2013-BFN-1068845","Marijuana Grow Center","GT VENTURES I, LLC","PANDO","80204","777 N Canosa CT , DENVER, CO"
"2013-BFN-1069356","Marijuana Grow Center","MAGNA MARKETING, INC","HERBS 4 YOU","80223","1325 S INCA ST , DENVER, CO"
"2013-BFN-1070171","Infrastructure Production Manufacturing","DRAGON ORIGINALS LLC","","80216","4093 N Jackson ST , DENVER, CO"
"2014-BFN-1070936","Retail Marijuana Store","FOX STREET WELLNESS LLC","FOX CANNABIS","80216","4773 N FOX ST , DENVER, CO"
"2014-BFN-1070938","Retail Marijuana Store","ALPINE HERBAL WELLNESS LLC","FROSTED LEAF","80204","445 N FEDERAL BLVD , DENVER, CO"
"2013-BFN-1070105","Marijuana Grow Center","HERBAL ALTERNATIVES, LLC","NEW BROADSTERDAM","80210","2568 S BROADWAY  , DENVER, CO"
"2014-BFN-1071977","Marijuana Grow Center","KEENS GREENS EDIBLES, LLC","","80223","1015 W EVANS AVE , DENVER, CO"
"2014-BFN-1073722","Marijuana Test Facility","BONA FIDES LABORATORY, INC","","80216","4910 N FOX ST , DENVER, CO"
"2014-BFN-1073779","Marijuana Grow Center","SMOKED DENVER, LLC","MIGHTY TREE","80223","1994 S CHEROKEE ST , DENVER, CO"
"2014-BFN-0004811","Retail Marijuana Store","TWOG-YORK, LLC","BUDDY BOY","80216","5050 N YORK ST , DENVER, CO"
"2015-BFN-0000681","Marijuana Grow Center","CANNABIS FOR HEALTH LLC","PIG N WHISTLE","80223","155 S PECOS ST , DENVER, CO"
"2015-BFN-0000173","Retail Marijuana Store","THE OUNCE DEPOT LLC","THE FARMERS MARKET","80223","2070 S HURON ST , DENVER, CO"
"2012-BFN-1061658","Marijuana Grow Center","5110 SANCTUARY LLC","","80216","5110 N RACE ST , DENVER, CO"
"2013-BFN-1067096","Marijuana Grow Center","PATIENTS CHOICE OF COLORADO, LLC","","80223","1201 W CUSTER PL , DENVER, CO"
"2015-BFN-0003495","Marijuana Grow Center","HIGHLINE ANALYTICAL INDUSTRIES, LLC","HONEYBEAR LABS","80223","1285 S BANNOCK ST , DENVER, CO"
"2015-BFN-0008239","Infrastructure Production Manufacturing","R.D. INDUSTRIES, LLC","","80239","10555 E 45TH AVE , DENVER, CO"
"2015-BFN-0008361","Medical Marijuana Center","IHN HOLDINGS, LLC","5280 WEEDERY LLC","80216","3895 E 45th AVE , DENVER, CO"
"2015-BFN-0008482","Marijuana Grow Center","TESLA LLC","","80216","4155 N GRAPE ST , DENVER, CO"
"2016-BFN-0000476","Marijuana Grow Center","VERTICAL INVESTMENT GROUP, LLC","","80216","5200 E SMITH RD , DENVER, CO"
"2016-BFN-0005649","Marijuana Grow Center","D'S TREES, LLC","","80239","3835 N PARIS ST , DENVER, CO"
"2016-BFN-0005363","Marijuana Grow Center","GREENLINE FEDERAL, LLC","","80216","2640 E 43RD AVE , DENVER, CO"
"2016-BFN-0008000","Marijuana Grow Center","NEW AMSTERDAM ORGANICS, LTD","NEW AMSTERDAM ORGANICS","80223","150 N RIO BLVD , DENVER, CO"
"2016-BFN-0007497","Marijuana Grow Center","NUHI, LLC","","80204","658 N KALAMATH ST , DENVER, CO"
"2016-BFN-0008800","Marijuana Grow Center","LBW CONSULTING GROUP, LLC","","80239","5070 N OAKLAND ST , DENVER, CO"
"2017-BFN-0001912","Marijuana Grow Center","ALTITUDE WELLNESS CENTER, LLC","NATURE'S HERBS & WELLNESS dtc","80223","1131 S BANNOCK ST , DENVER, CO"
"2010-BFN-1045914","Medical Marijuana Center","RJJ HIGHLANDS, LLC","NATIVE ROOTS HIGHLANDS","80211","2209 W 32ND AVE , DENVER, CO"
"2010-BFN-1045920","Medical Marijuana Center","3B-UMATILLA, LLC","BUDDY BOY","80204","777 N UMATILLA ST , DENVER, CO"
"2010-BFN-1048184","Medical Marijuana Center","RD INDUSTRIES II, LLC","HOUSE OF DANKNESS","80239","10555 E 45TH AVE , DENVER, CO"
"2012-BFN-1060729","Marijuana Grow Center","HOLLY MEDICINAL SERVICES, LLC","THE CLINIC ON COLORADO","80223","2675 S SANTA  , DENVER, CO"
"2012-BFN-1060861","Marijuana Grow Center","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","80216","3730 E 44TH AVE , DENVER, CO"
"2012-BFN-1061546","Marijuana Grow Center","CONSCIOUS CONFECTIONS, LLC","NATIVE ROOTS EXTRACTS","80204","680 N LIPAN ST , DENVER, CO"
"2012-BFN-1061548","Marijuana Grow Center","URBANE DEVELOPERS, LLC","","80223","2191 S JASON ST , DENVER, CO"
"2012-BFN-1060778","Marijuana Grow Center","HIGH COUNTRY SUPPLY, LLC","COLORADO HARVEST COMPANY","80223","2335 S PLATTE DR , DENVER, CO"
"2012-BFN-1061606","Marijuana Grow Center","ALTITUDE WELLNESS CENTER, LLC","NATURE'S HERBS & WELLNESS DTC","80205","1930 E 40TH AVE , DENVER, CO"
"2012-BFN-1061598","Marijuana Grow Center","KAZIMER, LLC","","80223","1233 W ALAMEDA AVE , DENVER, CO"
"2012-BFN-1060752","Marijuana Grow Center","CJJ SERVICES, LLC","SACRED SEED","80222","5885 E EVANS AVE , DENVER, CO"
"2012-BFN-1060668","Marijuana Grow Center","METRO CANNABIS, INC","SILVER STEM FINE CANNABIS","80204","1235 N UMATILLA ST , DENVER, CO"
"2013-BFN-1066098","Medical Marijuana Center","CG INDUSTRY, LLC","CROSS GENETICS","80219","2440 W EVANS AVE , DENVER, CO"
"2013-BFN-1069097","Marijuana Grow Center","COLORADO KIND HOLDINGS, LLC","COLORADO KIND","80239","4600 N IRONTON ST , DENVER, CO"
"2013-BFN-1069100","Marijuana Grow Center","4900 JACKSON STREET LLC","CHAMPION CANNABIS","80216","4980 N JACKSON ST , DENVER, CO"
"2013-BFN-1065710","Infrastructure Production Manufacturing","MOUNTAIN HIGH SUCKERS, LLC","MOUNTAIN HIGH SUCKERS","80223","400 S LIPAN ST , DENVER, CO"
"2013-BFN-1068930","Marijuana Grow Center","THE GREEN SOLUTION, LLC","","80216","4394 N GRAPE ST , DENVER, CO"
"2013-BFN-1069230","Retail Marijuana Store","DENCO LLC","","80216","3480  PARK AVE , DENVER, CO"
"2013-BFN-1065291","Marijuana Grow Center","CONCENTRATE, LLC","CONCENTRATE","80239","11100 E 51st AVE , DENVER, CO"
"2014-BFN-1070598","Marijuana Grow Center","GAMMA HOLDINGS INC.","TERRAPIN CARE STATION","80216","5140 N CLARKSON ST , DENVER, CO"
"2014-BFN-1070612","Marijuana Grow Center","LEFT BANK, LLC","DIXIE ELIXIRS","80239","4990 N OAKLAND ST , DENVER, CO"
"2013-BFN-1069204","Marijuana Grow Center","BELLFLOWER, LLC","","80223","1001 W CENTER AVE , DENVER, CO"
"2013-BFN-1069215","Retail Marijuana Store","A CUT OFF THE TOP MEDICAL MARIJUANA, LLC","","80204","2059 W 9TH AVE , DENVER, CO"
"2013-BFN-1068858","Retail Marijuana Store","5110 SANCTUARY, LLC","","80216","5110 N RACE ST , DENVER, CO"
"2013-BFN-1068868","Marijuana Grow Center","JGB VENTURES, LLC","DANK, LLC","80207","3835 N ELM ST , DENVER, CO"
"2013-BFN-1069128","Retail Marijuana Store","HIGHLANDS WELLNESS CENTER LLC","THE CLINIC HIGHLANDS","80211","3460 W 32ND AVE , DENVER, CO"
"2013-BFN-1069134","Retail Marijuana Store","4625 EAST COLFAX, LLC","THE CLINIC ON COLFAX","80220","4625 E COLFAX AVE , DENVER, CO"
"2013-BFN-1068509","Marijuana Grow Center","LIVWELL III, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2013-BFN-1069055","Retail Marijuana Store","ALTERNATIVE MEDICINE ON THE MALL, LLC","NATIVE ROOTS APOTHECARY","80202","910  16TH ST , DENVER, CO"
"2013-BFN-1068455","Marijuana Grow Center","HIGHLANDS WELLNESS CENTER, LLC","THE CLINIC HIGHLANDS","80239","5098 N PARIS ST , DENVER, CO"
"2013-BFN-1068491","Infrastructure Production Manufacturing","COLORADO MANAGEMENT HOLDINGS, INC","CMH","80216","5051 E 41ST AVE , DENVER, CO"
"2013-BFN-1069426","Retail Marijuana Store","COMPASSIONATE CARE GIVERS, INC","ROCKY MOUNTAIN HIGH","80202","1538  WAZEE ST , DENVER, CO"
"2013-BFN-1069253","Retail Marijuana Store","1617 WAZEE STREET, LLC","LODO WELLNESS CENTER","80202","1617  WAZEE ST , DENVER, CO"
"2013-BFN-1068998","Marijuana Grow Center","MILE HIGH MEDICAL, LLC","MMJ AMERICA UPTOWN","80110","1885 W DARTMOUTH AVE , DENVER, CO"
"2013-BFN-1069025","Retail Marijuana Store","CANNABIS KING, LLC","GREEN DRAGON COLORADO","80223","930 W BYERS PL , DENVER, CO"
"2013-BFN-1068463","Marijuana Grow Center","D&D CONSULTING, INC","KAYA CANNABIS","80211","1127 W 46TH AVE , DENVER, CO"
"2013-BFN-1069079","Marijuana Grow Center","DGS, INC.","THE KIND ROOM","80223","1870 S ACOMA ST , DENVER, CO"
"2013-BFN-1069409","Retail Marijuana Store","JS INVESTMENTS LLC","EUFLORA","80202","403  16TH ST , DENVER, CO"
"2013-BFN-1069004","Marijuana Grow Center","5280 WELLNESS, LLC","MMJ AMERICA GOLDEN TRIANGLE","80223","1205 W EVANS AVE , DENVER, CO"
"2013-BFN-1069012","Marijuana Grow Center","GREENER PASTURE COMPASSION CENTER, LLC","VERDE NATURAL","80216","5000 E 41ST AVE , DENVER, CO"
"2013-BFN-1069587","Retail Marijuana Store","THE GIVING TREE OF DENVER, LLC","","80211","2707 W 38TH AVE , DENVER, CO"
"2014-BFN-1073565","Marijuana Grow Center","CANNABIS CORP","CANNABIS","80223","1055 S FOX ST , DENVER, CO"
"2014-BFN-1074258","Marijuana Grow Center","LEFT BANK, LLC","DIXIE ELIXIRS","80239","4990 N OAKLAND ST , DENVER, CO"
"2014-BFN-1074126","Marijuana Grow Center","CONCENTRATE LLC","CONCENTRATE","80239","11100 E 51ST AVE , DENVER, CO"
"2014-BFN-1074127","Marijuana Grow Center","CONCENTRATE LLC","CONCENTRATE","80239","11100 E 51ST AVE , DENVER, CO"
"2014-BFN-0002482","Marijuana Grow Center","ANIMAS HERBAL WELLNESS CENTER INC","PROHIBITION HERB","80223","577 S JASON ST , DENVER, CO"
"2014-BFN-0002263","Retail Marijuana Store","BALLPARK HOLISTIC DISPENSARY CORP","BALLPARK HOLISTIC DISPSENSARY","80205","2119  LARIMER ST , DENVER, CO"
"2014-BFN-0002267","Retail Marijuana Store","SISSCO LLC","TRENCHTOWN","80214","734 N SHERIDAN BLVD , DENVER, CO"
"2014-BFN-0004312","Medical Marijuana Center","NEW AMSTERDAM ORGANICS LTD","NEW AMSTERDAM ORGANICS","80223","150 N RIO BLVD , DENVER, CO"
"2014-BFN-0004260","Medical Marijuana Center","KTA LLC","THE LODGE","80205","3944 N HIGH ST , DENVER, CO"
"2014-BFN-0003949","Retail Marijuana Store","RJJ SHERIDAN, LLC","NATIVE ROOTS LITTLETON","80123","7870 W QUINCY AVE , DENVER, CO"
"2014-BFN-0005218","Marijuana Grow Center","XG PLATINUM CORPORATION","","80204","525 N Bryant  , DENVER, CO"
"2014-BFN-0005236","Retail Marijuana Store","COLORADO CANNABIS COMPANY LLC","PURE MEDICAL DISPENSARY","80204","1133  BANNOCK ST , DENVER, CO"
"2015-BFN-0001133","Marijuana Grow Center","MOUNTAIN GIRL LPT, INC.","","80216","794 E 51st  , DENVER, CO"
"2015-BFN-0001059","Marijuana Grow Center","GRAND TRAVERSE HOLDINGS LLC","","80216","4430 N GARFIELD ST , DENVER, CO"
"2015-BFN-0001994","Retail Marijuana Store","HADCAV ENTERPRISES INC.","PURE MEDICAL DISPENSARY","80220","5702 E COLFAX AVE , DENVER, CO"
"2015-BFN-0003804","Marijuana Grow Center","ADAMS GREEN CROSSING LLC","ADAMS GREEN CROSSING","80223","790 W EVANS AVE , DENVER, CO"
"2015-BFN-0006281","Medical Marijuana Center","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","80223","2042 S BANNOCK ST , DENVER, CO"
"2015-BFN-0006245","Infrastructure Production Manufacturing","DKC LLC","KUSH CONCENTRATES","80216","4960 N JACKSON ST , DENVER, CO"
"2015-BFN-0006447","Infrastructure Production Manufacturing","DRAGON BREATH FARM, INC","DRAGON BREATH FARM","80216","4985 N COLORADO BLVD , DENVER, CO"
"2015-BFN-0007553","Marijuana Grow Center","CONNOISSEURS GENETICS & CONCENTRATES","","80223","2255 S KALAMATH ST , DENVER, CO"
"2015-BFN-0007725","Marijuana Grow Center","CURE MEDICAL PHARM INC","RIVERROCK","80216","4935 N YORK ST , DENVER, CO"
"2015-BFN-0008069","Retail Marijuana Store","KTA LLC","THE LODGE","80219","82 S FEDERAL BLVD , DENVER, CO"
"2016-BFN-0000479","Marijuana Grow Center","ROYAL ASSET MANAGEMENT, LLC","ROYAL RESIN","80223","755 S JASON ST , DENVER, CO"
"2016-BFN-0004379","Infrastructure Production Manufacturing","GUARANTEED GREEN LTD","OLIO","80239","4800 N OAKLAND ST , DENVER, CO"
"2017-BFN-0000229","Marijuana Grow Center","GREEN SATIVA LLC","","80207","3990 N GRAPE ST , DENVER, CO"
"2017-BFN-0002518","Infrastructure Production Manufacturing","CONSCIOUS CONFECTIONS II, LLC","NATIVE ROOTS EXTRACTS","80216","4990 N DAHLIA ST , DENVER, CO"
"2017-BFN-0002774","Marijuana Grow Center","BGOOD VENTURES, LLC","BGOOD APOTHECARY","80223","1031 W CENTER AVE , DENVER, CO"
"2017-BFN-0006975","Retail Marijuana Store","THE GREEN SOLUTION, LLC","","80202","1995  WEWATTA ST , DENVER, CO"
"2018-BFN-0001222","Infrastructure Production Manufacturing","AMERICAN INDUSTRY LLC","DENVER CLONE STORE","80216","4571 N Ivy  , DENVER, CO"
"2014-BFN-1074182","Retail Marijuana Store","SERENITY MOON WELLNESS CENTER, LLC","FROSTED LEAF","80220","6302 E COLFAX AVE , DENVER, CO"
"2013-BFN-1069315","Marijuana Grow Center","TIMBERLINE HERBAL CLINIC & WELLNESS CENTER LLC","","80204","665  KALAMATH ST , DENVER, CO"
"2014-BFN-1071723","Infrastructure Production Manufacturing","JVT ENTERPRISES, INC.","SPACE LAB",NA,"1075 S JASON ST , DENVER, CO"
"2014-BFN-0004646","Retail Marijuana Store","GMC, LLC","GREEN MAN CANNABIS","80224","7289 E HAMPDEN AVE , DENVER, CO"
"2015-BFN-0000239","Retail Marijuana Store","BK HOLDINGS, LLC","THE HERBAL CENTER","80239","12005 E 37TH AVE , DENVER, CO"
"2015-BFN-0001687","Retail Marijuana Store","GREEN KIWI 1, LLC","LIVWELL","80207","3955 N ONEIDA ST , DENVER, CO"
"2015-BFN-0004920","Infrastructure Production Manufacturing","ROCKY MOUNTAIN WAYS, LLC","GOOD MEDS","80204","866 N NAVAJO ST , DENVER, CO"
"2015-BFN-0006716","Marijuana Grow Center","HERBAL MEDICAL INSTITUTE LLC","GREEN DRAGON PRODUCTS","80239","4640 N IRONTON ST , DENVER, CO"
"2015-BFN-0007672","Marijuana Grow Center","RJJ FRISCO, LLC","NATIVE ROOTS FRISCO","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0007857","Retail Marijuana Store","D & D CONSULTING INC","SOUTHWEST ALTERNATIVE CARE FOX ST","80223","1075 S FOX ST , DENVER, CO"
"2015-BFN-0008126","Infrastructure Production Manufacturing","WPJJ, LLC","EUREKA VAPOR","80223","2190 S JASON ST , DENVER, CO"
"2015-BFN-0008211","Infrastructure Production Manufacturing","PEORIA PARTNERS, LLC","","80239","5475 N PEORIA ST , DENVER, CO"
"2015-BFN-0008231","Marijuana Grow Center","OVERMOUNT, LLC","","80216","4140 N YORK ST , DENVER, CO"
"2015-BFN-0007821","Retail Marijuana Store","ROYAL ASSET MANAGEMENT, LLC","ROYAL RESIN","80219","2949 W ALAMEDA AVE , DENVER, CO"
"2015-BFN-0008316","Infrastructure Production Manufacturing","LBW CONSULTING GROUP, LLC","","80239","5070 N OAKLAND ST , DENVER, CO"
"2015-BFN-0008354","Marijuana Grow Center","I&S, LLC","SILVER STEM FINE CANNABIS","80204","1235 N Umatilla  , DENVER, CO"
"2015-BFN-0008353","Medical Marijuana Center","I&S, LLC","SILVER STEM FINE CANNABIS","80223","1110 W VIRGINIA AVE , DENVER, CO"
"2015-BFN-0008394","Infrastructure Production Manufacturing","BK HOLDINGS, LLC","THE HERBAL CENTER","80239","12001 E 37TH AVE , DENVER, CO"
"2016-BFN-0004875","Marijuana Grow Center","SKL HOLDINGS III LLC","","80216","5156 N CLARKSON ST , DENVER, CO"
"2016-BFN-0004980","Infrastructure Production Manufacturing","THOMASH LLC","ALCHEMY FOOD CO","80231","9782 E GIRARD AVE , DENVER, CO"
"2016-BFN-0005818","Infrastructure Production Manufacturing","R.D. INDUSTRIES, LLC","","80239","10555 E 45TH AVE , DENVER, CO"
"2016-BFN-0005964","Marijuana Grow Center","THE GREEN SOLUTION, LLC","","80204","2600 W BARBERRY PL , DENVER, CO"
"2016-BFN-0007400","Infrastructure Production Manufacturing","DARK HORSE GENETICS, LLC","","80223","2145 S KALAMATH ST , DENVER, CO"
"2016-BFN-0007495","Infrastructure Production Manufacturing","OVERMOUNT, LLC","","80216","4140 N YORK ST , DENVER, CO"
"2016-BFN-0008019","Infrastructure Production Manufacturing","ECO GREEN GROW, LLC","FUEGO EXTRACTS","80216","5000 E 41ST AVE , DENVER, CO"
"2017-BFN-0001427","Infrastructure Production Manufacturing","JOLET VENTURES, LLC","710 LABS","80239","10975 E 47th AVE , DENVER, CO"
"2017-BFN-0009334","Retail Marijuana Store","I&S LLC","SILVER STEM FINE CANNABIS","80223","1110 W Virginia Ave , DENVER, CO"
"2018-BFN-0000165","Infrastructure Production Manufacturing","TREATMENTS UNLIMITED LLC","ALTITUDE EAST","80216","4550 N Jackson St , DENVER, CO"
"2010-BFN-1045902","Medical Marijuana Center","BK HOLDINGS, LLC","THE HERBAL CENTER","80239","12005 E 37TH AVE , DENVER, CO"
"2010-BFN-1045904","Medical Marijuana Center","BALLPARK HOLISTIC DISPENSARY CORP","BALLPARK HOLISTIC DISPENSARY","80205","2119  LARIMER ST , DENVER, CO"
"2010-BFN-1045401","Medical Marijuana Center","VITAMEDS, LLC","MR. NICE GUYS","80216","4501 N ADAMS ST , DENVER, CO"
"2010-BFN-1048555","Medical Marijuana Center","MILE HIGH DISPENSARY, LLC","MILE HIGH DISPENSARY","80232","1350 S SHERIDAN BLVD , DENVER, CO"
"2010-BFN-1045599","Medical Marijuana Center","COLORADO WELLNESS CENTERS LLC","LUSH","80223","2490 W 2ND AVE , DENVER, CO"
"2012-BFN-1060733","Marijuana Grow Center","CO-AGRONOMICS, LLC","THE GREEN DEPOT","80216","4414 N VINE ST , DENVER, CO"
"2012-BFN-1060877","Marijuana Grow Center","VITAMEDS, LLC","MR. NICE GUYS","80223","1397 S CHEROKEE ST , DENVER, CO"
"2012-BFN-1060903","Marijuana Grow Center","NORTHERN LIGHTS NATURALS, LLC","NORTHERN LIGHTS CANNIBUS CO.","80216","4444 N YORK ST , DENVER, CO"
"2012-BFN-1060911","Marijuana Grow Center","LITTLE BROWN HOUSE DISPENSARY LLC","LITTLE BROWN HOUSE","80216","4425 E 46TH AVE , DENVER, CO"
"2012-BFN-1060972","Marijuana Grow Center","ROYAL ASSET MANAGEMENT, LLC","ROYAL RESIN","80216","4242 N ELIZABETH ST , DENVER, CO"
"2012-BFN-1060822","Marijuana Grow Center","JVJC HOLDINGS III, LLC","","80205","3887 N STEELE ST , DENVER, CO"
